Date,Russia,DOE,OPEC,CoVID,Oil_Crash,_Mean-Oil-Stocks,Diff_^SPX,Diff_CL=F,_Mean-Oil-Stocks*100,Diff_^SPX*100,Diff_CL=F*100
8/2/2012,0,0,0,0,0,-0.01799543806785309,-0.0075036694675360005,-0.020020316447810327,-1.7995438067853091,-0.7503669467536,-2.0020316447810327
8/3/2012,0,0,0,0,0,0.021379084874211942,0.01904028588598905,0.04900728115532482,2.137908487421194,1.904028588598905,4.900728115532482
8/6/2012,0,0,0,0,0,0.007718585814052996,0.0023292692665812798,0.008752685000084748,0.7718585814052996,0.23292692665812798,0.8752685000084748
8/7/2012,0,0,0,0,0,0.01427310918400287,0.005106758007594747,0.015943614635132164,1.427310918400287,0.5106758007594747,1.5943614635132164
8/8/2012,0,0,0,0,0,-0.002459622532771197,0.0006208264404641284,-0.0034162453408727034,-0.24596225327711968,0.06208264404641284,-0.34162453408727034
8/9/2012,0,0,0,0,0,0.004691217750101007,0.0004136855394443195,0.00010714661375432755,0.46912177501010066,0.04136855394443195,0.010714661375432755
8/10/2012,0,0,0,0,0,-0.0007206495337476146,0.002188441817939202,-0.005248477512490468,-0.07206495337476146,0.21884418179392018,-0.5248477512490468
8/13/2012,0,0,0,0,0,-0.006381279133283027,-0.0012519007957618733,-0.0015074769625070816,-0.6381279133283027,-0.12519007957618733,-0.15074769625070816
8/14/2012,0,0,0,0,0,0.004932541676721298,-0.00012814640056846294,0.00754876440096508,0.4932541676721298,-0.012814640056846294,0.754876440096508
8/15/2012,0,0,0,0,0,0.001205457628935665,0.0011396405267545262,0.009632896531512225,0.12054576289356651,0.11396405267545262,0.9632896531512225
8/16/2012,0,0,0,0,0,0.011535830034302553,0.007100510313353237,0.013463337415607901,1.1535830034302552,0.7100510313353237,1.34633374156079
8/17/2012,0,0,0,0,0,0.0005303120992302632,0.0018721339981915275,0.004288741303906551,0.053031209923026325,0.18721339981915275,0.42887413039065514
8/20/2012,0,0,0,0,0,-0.00005145796700140962,-0.000021174829462955458,-0.0004166327948892379,-0.005145796700140962,-0.002117482946295546,-0.04166327948892379
8/21/2012,0,0,0,0,0,-0.004080641173780218,-0.003497536135912971,0.0073981356198993264,-0.4080641173780218,-0.3497536135912971,0.7398135619899326
8/22/2012,0,0,0,0,0,0.00327599509950371,0.0002264032488046297,0.00599919144832306,0.32759950995037096,0.02264032488046297,0.599919144832306
8/23/2012,0,0,0,0,0,-0.01363052552485867,-0.008072242646582573,-0.010178958167997743,-1.363052552485867,-0.8072242646582573,-1.0178958167997743
8/24/2012,0,0,0,0,0,0.0057658692634837095,0.006454730908207917,-0.0012464435584473854,0.5765869263483709,0.6454730908207917,-0.12464435584473854
8/27/2012,0,0,0,0,0,0.004244318946717257,-0.0004890148137838279,-0.007072285953035107,0.4244318946717257,-0.048901481378382794,-0.7072285953035107
8/28/2012,0,0,0,0,0,0.0036407427324234624,-0.0008081822874276279,0.009008071638791026,0.36407427324234626,-0.08081822874276279,0.9008071638791026
8/29/2012,0,0,0,0,0,-0.004909252218209019,0.0008443492265819419,-0.008720065932920518,-0.49092522182090187,0.08443492265819419,-0.8720065932920518
8/30/2012,0,0,0,0,0,-0.0067749646398255715,-0.00780580496271055,-0.0091108507346358,-0.6774964639825571,-0.780580496271055,-0.91108507346358
8/31/2012,0,0,0,0,0,0.008962735087618565,0.0050732955705157234,0.01955187508370604,0.8962735087618565,0.5073295570515723,1.9551875083706038
9/4/2012,0,0,0,0,0,-0.001156243019716327,-0.0011659590635981765,-0.01212810359842953,-0.1156243019716327,-0.11659590635981765,-1.212810359842953
9/5/2012,0,0,0,0,0,-0.004859936967420713,-0.0010676612969652277,0.0006295651277279379,-0.48599369674207127,-0.10676612969652277,0.0629565127727938
9/6/2012,0,0,0,0,0,0.019823091144843808,0.020435540463669577,0.0017826989078988387,1.9823091144843807,2.0435540463669577,0.17826989078988387
9/7/2012,0,0,0,0,0,0.01802877040197005,0.0040499740579702515,0.009316438825720086,1.8028770401970051,0.40499740579702515,0.9316438825720086
9/10/2012,0,0,0,0,0,-0.00024933214735483694,-0.006147829935223559,0.0012445835808019279,-0.024933214735483693,-0.6147829935223559,0.12445835808019279
9/11/2012,0,0,0,0,0,0.012202815226933866,0.0031349558295050706,0.006525763905567139,1.2202815226933867,0.31349558295050706,0.6525763905567139
9/12/2012,0,0,0,0,0,0.005144692364035451,0.002092692232889659,-0.0016465579472036973,0.5144692364035451,0.2092692232889659,-0.16465579472036973
9/13/2012,0,0,0,0,0,0.014798927814487037,0.01630974737217783,0.013400632859874584,1.4798927814487037,1.630974737217783,1.3400632859874584
9/14/2012,0,0,0,0,0,0.013195545226446457,0.003958951318527193,0.007018639594564169,1.3195545226446457,0.3958951318527193,0.7018639594564169
9/17/2012,0,0,0,0,0,-0.011587865413595471,-0.003124690820504483,-0.024040376297151167,-1.158786541359547,-0.3124690820504483,-2.4040376297151167
9/18/2012,0,0,0,0,0,-0.00951959751225708,-0.0012797755200721905,-0.013765284550271262,-0.951959751225708,-0.12797755200721905,-1.3765284550271262
9/19/2012,0,0,0,0,0,-0.000722952743484731,0.001185553958514829,-0.03473604288794163,-0.0722952743484731,0.11855539585148289,-3.473604288794163
9/20/2012,0,0,0,0,0,0.0007195446322322043,-0.0005407337436069692,-0.0011959187468683075,0.07195446322322044,-0.054073374360696924,-0.11959187468683075
9/21/2012,0,0,0,0,0,0.0029046797267258903,-0.00007531901909729743,0.011102608169937689,0.290467972672589,-0.0075319019097297435,1.1102608169937689
9/24/2012,0,0,0,0,0,-0.005775567439244622,-0.002232653981520283,-0.010334794819469417,-0.5775567439244622,-0.22326539815202828,-1.0334794819469417
9/25/2012,0,0,0,0,0,-0.0108932612921469,-0.0105018557847808,-0.006091564850807751,-1.08932612921469,-1.05018557847808,-0.6091564850807751
9/26/2012,0,0,0,0,0,-0.006525833142130501,-0.0057367349435899495,-0.015212863608022986,-0.65258331421305,-0.573673494358995,-1.5212863608022986
9/27/2012,0,0,0,0,0,0.015780911781376666,0.009648981834660786,0.020782341047150155,1.5780911781376665,0.9648981834660786,2.0782341047150155
9/28/2012,0,0,0,0,0,-0.0018891978429405782,-0.004477753072888002,0.003701730788606916,-0.1889197842940578,-0.4477753072888002,0.3701730788606916
10/1/2012,0,0,0,0,0,0.00769352194299223,0.002651506710448004,0.0031456872529280755,0.7693521942992231,0.2651506710448004,0.31456872529280755
10/2/2012,0,0,0,0,0,-0.001053919025660946,0.0008722869484341089,-0.0063798004527313434,-0.1053919025660946,0.08722869484341089,-0.6379800452731343
10/3/2012,0,0,0,0,0,-0.009289448850022872,0.0036244096381636837,-0.04080966399943675,-0.9289448850022872,0.36244096381636837,-4.080966399943675
10/4/2012,0,0,0,0,0,0.008365364398495223,0.007174435557619541,0.040503740861648874,0.8365364398495223,0.7174435557619541,4.050374086164887
10/5/2012,0,0,0,0,0,-0.0025875002088098877,-0.00032158936312698394,-0.01995422363235555,-0.25875002088098875,-0.032158936312698394,-1.995422363235555
10/8/2012,0,0,0,0,0,0.0006840476883799435,-0.0034567355331607263,-0.006119219394417175,0.06840476883799435,-0.34567355331607263,-0.6119219394417175
10/9/2012,0,0,0,0,0,0.0011075634638371922,-0.00989094181235195,0.03425498148293982,0.11075634638371921,-0.989094181235195,3.4254981482939817
10/10/2012,0,0,0,0,0,-0.015276550716514528,-0.006188030354815854,-0.012338991202289873,-1.5276550716514528,-0.6188030354815854,-1.2338991202289873
10/11/2012,0,0,0,0,0,0.0026854482314874703,0.00019538952303133073,0.008986298025470907,0.268544823148747,0.019538952303133073,0.8986298025470907
10/12/2012,0,0,0,0,0,-0.006997289027813505,-0.0029661372528556607,-0.0022808633123571065,-0.6997289027813505,-0.29661372528556607,-0.22808633123571065
10/15/2012,0,0,0,0,0,0.002025940033591254,0.008077922524027725,-0.00010888456525159906,0.2025940033591254,0.8077922524027725,-0.010888456525159906
10/16/2012,0,0,0,0,0,0.02029977282639751,0.010269933278491461,0.002612932691960168,2.029977282639751,1.026993327849146,0.2612932691960168
10/17/2012,0,0,0,0,0,0.00842254476831906,0.004117058019306619,0.0003258378747383883,0.842254476831906,0.41170580193066186,0.03258378747383883
10/18/2012,0,0,0,0,0,-0.004118913503777175,-0.0024437290975140025,-0.00021715449266723752,-0.41189135037771746,-0.24437290975140025,-0.021715449266723752
10/19/2012,0,0,0,0,0,-0.015066475661894544,-0.016571304555192734,-0.022258365432430538,-1.5066475661894543,-1.6571304555192734,-2.225836543243054
10/22/2012,0,0,0,0,0,-0.006372303805399053,0.00043958226653084687,-0.014658519157023542,-0.6372303805399053,0.04395822665308469,-1.4658519157023542
10/23/2012,0,0,0,0,0,-0.013517829094401612,-0.01444390628760639,-0.023216557083870604,-1.3517829094401612,-1.444390628760639,-2.3216557083870604
10/24/2012,0,0,0,0,0,-0.003467637954682084,-0.0030853828766044256,-0.010845677072467419,-0.3467637954682084,-0.30853828766044256,-1.084567707246742
10/25/2012,0,0,0,0,0,0.011551169107742005,0.002995542646406335,0.003732645308456517,1.1551169107742005,0.2995542646406335,0.3732645308456517
10/26/2012,0,0,0,0,0,0.007453736703600865,-0.0007289817322603254,0.0026728148678940578,0.7453736703600865,-0.07289817322603254,0.2672814867894058
10/31/2012,0,0,0,0,0,0.001105281899569881,0.00015587969925845435,-0.0004636174790598746,0.11052818995698811,0.015587969925845435,-0.04636174790598746
11/1/2012,0,0,0,0,0,0.0019555409188653553,0.010926475234507071,0.009856197764102514,0.19555409188653552,1.0926475234507071,0.9856197764102514
11/2/2012,0,0,0,0,0,-0.012415809672867257,-0.009379454163327194,-0.025605647276492616,-1.2415809672867257,-0.9379454163327194,-2.5605647276492616
11/5/2012,0,0,0,0,0,0.006157539072519018,0.002163809008205897,0.009309461581961997,0.6157539072519018,0.2163809008205897,0.9309461581961997
11/6/2012,0,0,0,0,0,0.01853770297329072,0.007853184882181896,0.035726765955388595,1.853770297329072,0.7853184882181896,3.5726765955388595
11/7/2012,0,0,0,0,0,-0.023125809174102677,-0.023705000038029778,-0.048134333075580016,-2.312580917410268,-2.3705000038029778,-4.813433307558002
11/8/2012,0,0,0,0,0,-0.015294457108862139,-0.01220484261628385,0.007697701062188145,-1.5294457108862138,-1.220484261628385,0.7697701062188145
11/9/2012,0,0,0,0,0,-0.008368761871126618,0.001698692425988746,0.011517257011529614,-0.8368761871126618,0.1698692425988746,1.1517257011529614
11/12/2012,0,0,0,0,0,-0.006766518584783221,0.00013048788935265954,-0.005809225069976054,-0.6766518584783221,0.013048788935265954,-0.5809225069976054
11/13/2012,0,0,0,0,0,-0.00008644153654648971,-0.0039854205221913075,-0.0022204328863372202,-0.008644153654648972,-0.39854205221913075,-0.22204328863372202
11/14/2012,0,0,0,0,0,-0.011589494710052528,-0.013852035718884714,0.011009633071505265,-1.1589494710052528,-1.3852035718884714,1.1009633071505265
11/15/2012,0,0,0,0,0,-0.001297295515794758,-0.0015935449138314572,-0.01007880849927989,-0.1297295515794758,-0.15935449138314572,-1.007880849927989
11/16/2012,0,0,0,0,0,0.014260924784925638,0.00483994963594836,0.014277369973952014,1.4260924784925637,0.48399496359483596,1.4277369973952014
11/19/2012,0,0,0,0,0,0.024561718522543036,0.019862053761098286,0.030114234054371414,2.4561718522543035,1.9862053761098286,3.0114234054371414
11/20/2012,0,0,0,0,0,-0.0005702809407266742,0.0006633863793055195,-0.028337800334777286,-0.05702809407266742,0.06633863793055195,-2.8337800334777286
11/21/2012,0,0,0,0,0,0.006413805072532891,0.002320181125065268,0.007262216177728709,0.6413805072532891,0.23201811250652682,0.7262216177728709
11/23/2012,0,0,0,0,0,0.012108217501776897,0.013026314842639719,0.010299857566586246,1.2108217501776897,1.302631484263972,1.0299857566586246
11/26/2012,0,0,0,0,0,-0.010435470885302089,-0.0020295818770267315,-0.00611691122558089,-1.043547088530209,-0.20295818770267315,-0.611691122558089
11/27/2012,0,0,0,0,0,-0.0029434916271349567,-0.0052265872985560735,-0.006382466061410574,-0.29434916271349565,-0.5226587298556074,-0.6382466061410574
11/28/2012,0,0,0,0,0,0.010668727201202677,0.007856028682432292,-0.007914687302028933,1.0668727201202677,0.7856028682432292,-0.7914687302028933
11/29/2012,0,0,0,0,0,0.0028653611300058965,0.004269642628790704,0.01826802948409534,0.2865361130005897,0.4269642628790704,1.8268029484095338
11/30/2012,0,0,0,0,0,0.0010599301952426143,0.00016250753698754394,0.00953791268531723,0.10599301952426143,0.016250753698754394,0.9537912685317229
12/3/2012,0,0,0,0,0,-0.0039792751217775325,-0.004745224843287543,0.002024436715414968,-0.39792751217775324,-0.4745224843287543,0.20244367154149678
12/4/2012,0,0,0,0,0,-0.005535602599367602,-0.0017098123935156417,-0.006622475722784293,-0.5535602599367602,-0.17098123935156417,-0.6622475722784293
12/5/2012,0,0,0,0,0,0.0038455987305633793,0.0015848622233496368,-0.007005680752339316,0.38455987305633793,0.15848622233496368,-0.7005680752339316
12/6/2012,0,0,0,0,0,0.004465377071157596,0.0033065906083264984,-0.018434173507265283,0.4465377071157596,0.33065906083264984,-1.8434173507265283
12/7/2012,0,0,0,0,0,0.0028320555138571977,0.0029209195962771606,-0.003825664536079132,0.2832055513857198,0.29209195962771606,-0.3825664536079132
12/10/2012,0,0,0,0,0,0.001063281360177415,0.0003385605486661003,-0.004305862274735062,0.10632813601774149,0.03385605486661003,-0.43058622747350617
12/11/2012,0,0,0,0,0,0.004736588354974096,0.0065488820784729285,0.0026882113545654285,0.4736588354974096,0.6548882078472928,0.26882113545654285
12/12/2012,0,0,0,0,0,0.001717280091222508,0.0004482397633895907,0.011423192878899924,0.17172800912225078,0.04482397633895907,1.1423192878899924
12/13/2012,0,0,0,0,0,-0.00888632716987324,-0.0063214251654488685,-0.010141722801233821,-0.888632716987324,-0.6321425165448868,-1.0141722801233821
12/14/2012,0,0,0,0,0,0.002275915538045579,-0.004135401260425775,0.009779997360046533,0.2275915538045579,-0.4135401260425775,0.9779997360046533
12/17/2012,0,0,0,0,0,0.009840001229368442,0.011870590853387819,0.005419042697073939,0.9840001229368442,1.187059085338782,0.5419042697073939
12/18/2012,0,0,0,0,0,0.015886016975887693,0.011486656421599406,0.008371598422955095,1.5886016975887693,1.1486656421599406,0.8371598422955095
12/19/2012,0,0,0,0,0,-0.0019151548882657455,-0.007589201039747917,0.017968859610724808,-0.19151548882657454,-0.7589201039747917,1.7968859610724808
12/20/2012,0,0,0,0,0,0.01012489574465981,0.00548810949285139,0.006926545664068806,1.012489574465981,0.548810949285139,0.6926545664068806
12/21/2012,0,0,0,0,0,-0.0036327174577630386,-0.009378687628036508,-0.01630970416181665,-0.36327174577630383,-0.9378687628036508,-1.6309704161816652
12/24/2012,0,0,0,0,0,-0.009597198938258755,-0.002440296594621194,-0.0005639865744690997,-0.9597198938258755,-0.2440296594621194,-0.05639865744690997
12/26/2012,0,0,0,0,0,-0.006794438151810985,-0.00478746019469678,0.026746447695037645,-0.6794438151810984,-0.478746019469678,2.6746447695037645
12/27/2012,0,0,0,0,0,-0.0019802720947653626,-0.001218442012279497,-0.0012090635996132582,-0.19802720947653626,-0.1218442012279497,-0.12090635996132582
12/28/2012,0,0,0,0,0,-0.012964907954919974,-0.011049941573072375,-0.0007703278607731345,-1.2964907954919975,-1.1049941573072375,-0.07703278607731345
12/31/2012,0,0,0,0,0,0.023119393867804133,0.016941941334216226,0.011233442828024964,2.311939386780413,1.6941941334216226,1.1233442828024964
1/2/2013,0,0,0,0,0,0.023852296139989414,0.025403420320955883,0.014158168765830315,2.3852296139989413,2.5403420320955883,1.4158168765830315
1/3/2013,0,0,0,0,0,-0.0018215969207739935,-0.0020856174946130013,-0.0021478154181440168,-0.18215969207739935,-0.20856174946130013,-0.21478154181440168
1/4/2013,0,0,0,0,0,0.011641388853571586,0.004865096315322948,0.0018295111095054661,1.1641388853571586,0.48650963153229476,0.1829511109505466
1/7/2013,0,0,0,0,0,-0.0057896623580100115,-0.0031231161538831653,0.0010742948485316095,-0.5789662358010012,-0.31231161538831653,0.10742948485316095
1/8/2013,0,0,0,0,0,-0.0001768562892441733,-0.003242371304872038,-0.0004292404172056008,-0.01768562892441733,-0.3242371304872038,-0.04292404172056008
1/9/2013,0,0,0,0,0,-0.0015199877360938206,0.002655865938542279,-0.000536801405676024,-0.15199877360938208,0.2655865938542279,-0.0536801405676024
1/10/2013,0,0,0,0,0,0.007698954214662999,0.007597415119266371,0.007733633002188212,0.7698954214663,0.7597415119266371,0.7733633002188212
1/11/2013,0,0,0,0,0,-0.0015969797040458384,-0.000047513986152325494,-0.0027712869012598285,-0.15969797040458383,-0.004751398615232549,-0.27712869012598285
1/14/2013,0,0,0,0,0,0.0016019679881128744,-0.0009306715612543703,0.006199250173039461,0.16019679881128746,-0.09306715612543703,0.6199250173039461
1/15/2013,0,0,0,0,0,0.005941499418196786,0.0011286697641588184,-0.009135336901713753,0.5941499418196785,0.11286697641588184,-0.9135336901713753
1/16/2013,0,0,0,0,0,0.004170208456160317,0.00019699191031485874,0.010291585517105739,0.4170208456160317,0.019699191031485874,1.029158551710574
1/17/2013,0,0,0,0,0,0.0071828801757170034,0.005642922184040833,0.013264007091839725,0.7182880175717004,0.5642922184040833,1.3264007091839725
1/18/2013,0,0,0,0,0,0.0048923535454128,0.0034032703971196288,0.0007330578740203375,0.48923535454128003,0.3403270397119629,0.07330578740203375
1/22/2013,0,0,0,0,0,0.008776193796255568,0.004428106846314561,0.007115951470790138,0.8776193796255568,0.4428106846314561,0.7115951470790138
1/23/2013,0,0,0,0,0,-0.0016440049838862963,0.001507477027169024,-0.010494539996412033,-0.16440049838862963,0.1507477027169024,-1.0494539996412033
1/24/2013,0,0,0,0,0,0.003817367000911842,6.614683421224399e-6,0.007560575091129396,0.3817367000911842,0.0006614683421224399,0.7560575091129396
1/25/2013,0,0,0,0,0,0.007515801900229185,0.005445481690718124,-0.0007295434815071111,0.7515801900229185,0.5445481690718124,-0.07295434815071111
1/28/2013,0,0,0,0,0,-1.2965167925001648e-6,-0.0018496216125600817,0.0058406884024844175,-0.00012965167925001647,-0.18496216125600817,0.5840688402484417
1/29/2013,0,0,0,0,0,0.019309500742258092,0.005105995170664235,0.011717101045331413,1.9309500742258092,0.5105995170664235,1.1717101045331413
1/30/2013,0,0,0,0,0,0.0006851834318008972,-0.0038996213232838084,0.003792177387919482,0.06851834318008973,-0.38996213232838084,0.3792177387919482
1/31/2013,0,0,0,0,0,-0.002818900886689064,-0.0025633010773032927,-0.0045946964102430154,-0.28189008866890636,-0.25633010773032927,-0.45946964102430154
2/1/2013,0,0,0,0,0,0.008764123324554646,0.010052705569688847,0.0028720769866887874,0.8764123324554646,1.0052705569688847,0.28720769866887874
2/4/2013,0,0,0,0,0,-0.006775394490569159,-0.011538744820964397,-0.016364923075146254,-0.6775394490569159,-1.1538744820964397,-1.6364923075146254
2/5/2013,0,0,0,0,0,0.013221992567065707,0.010416510240551347,0.004887191740166719,1.3221992567065708,1.0416510240551347,0.48871917401667186
2/6/2013,0,0,0,0,0,0.0026674669700592346,0.0005491705981217621,-0.00020691890720925254,0.26674669700592346,0.054917059812176205,-0.020691890720925254
2/7/2013,0,0,0,0,0,-0.0005239165837216259,-0.0018053993582290984,-0.008176370244983189,-0.052391658372162586,-0.18053993582290984,-0.8176370244983189
2/8/2013,0,0,0,0,0,0.010004820800192863,0.005657940611518475,-0.001147872359905544,1.0004820800192862,0.5657940611518475,-0.1147872359905544
2/11/2013,0,0,0,0,0,-0.002836584361463071,-0.000606117484177382,0.013685724424232548,-0.2836584361463071,-0.0606117484177382,1.3685724424232548
2/12/2013,0,0,0,0,0,-0.0015115173833998667,0.001595272232703504,0.004946958290965364,-0.15115173833998669,0.1595272232703504,0.4946958290965364
2/13/2013,0,0,0,0,0,0.003431652342923553,0.000592263093356804,-0.005127679100052296,0.3431652342923553,0.059226309335680405,-0.5127679100052296
2/14/2013,0,0,0,0,0,-0.002121563952076392,0.0006906716689645265,0.0030924174389976855,-0.2121563952076392,0.06906716689645265,0.30924174389976855
2/15/2013,0,0,0,0,0,-0.01336653113749385,-0.0010450813177572682,-0.014900801403977981,-1.3366531137493851,-0.10450813177572682,-1.4900801403977981
2/19/2013,0,0,0,0,0,0.01426224298726439,0.007336475471722448,0.008345535642229285,1.426224298726439,0.7336475471722448,0.8345535642229285
2/20/2013,0,0,0,0,0,-0.026677632193497947,-0.012404137955230099,-0.022760236853778593,-2.6677632193497947,-1.24041379552301,-2.2760236853778593
2/21/2013,0,0,0,0,0,-0.0062582891121567286,-0.006303057332801343,-0.017150145694298735,-0.6258289112156729,-0.6303057332801343,-1.7150145694298735
2/22/2013,0,0,0,0,0,0.016519752524785523,0.008772467921830174,0.003123663582147218,1.6519752524785523,0.8772467921830174,0.3123663582147218
2/25/2013,0,0,0,0,0,-0.02434644013933747,-0.018309580659152336,-0.00021471753093682544,-2.434644013933747,-1.8309580659152336,-0.021471753093682544
2/26/2013,0,0,0,0,0,0.006305631158418604,0.006109463971145868,-0.0051552288023530846,0.6305631158418603,0.6109463971145868,-0.5155228802353085
2/27/2013,0,0,0,0,0,0.019166411414573852,0.012725994077109837,0.0014034857677565071,1.9166411414573852,1.2725994077109837,0.1403485767756507
2/28/2013,0,0,0,0,0,0.0006911762135377031,-0.0008640799292052304,-0.00765415123028923,0.06911762135377031,-0.08640799292052304,-0.765415123028923
3/1/2013,0,0,0,0,0,0.004113675977688848,0.002323855425648391,-0.014883244988180055,0.4113675977688848,0.23238554256483912,-1.4883244988180055
3/4/2013,0,0,0,0,0,0.004523928162596243,0.00461072337316093,-0.006175535473192828,0.4523928162596243,0.461072337316093,-0.6175535473192828
3/5/2013,0,0,0,0,0,0.005522432020262415,0.00956601649469957,0.007767387116160984,0.5522432020262414,0.956601649469957,0.7767387116160984
3/6/2013,0,0,0,0,0,0.0035824571989584025,0.001084512714484509,-0.004294201618133986,0.35824571989584025,0.1084512714484509,-0.4294201618133986
3/7/2013,0,0,0,0,0,0.010806157943441669,0.0018164914425815581,0.012495822731444672,1.0806157943441668,0.18164914425815581,1.2495822731444672
3/8/2013,0,0,0,0,0,0.004598232274309583,0.004481139122655131,0.004259495413363901,0.45982322743095827,0.4481139122655131,0.42594954133639007
3/11/2013,0,0,0,0,0,-0.0003471919247742307,0.0032490857396794137,0.0011963090157955936,-0.03471919247742307,0.32490857396794137,0.11963090157955936
3/12/2013,0,0,0,0,0,0.0009761901903920003,-0.0024032529493148713,0.005214027478417815,0.09761901903920003,-0.24032529493148713,0.5214027478417815
3/13/2013,0,0,0,0,0,-0.007463616375145879,0.00131405176760091,-0.0002161689243898035,-0.7463616375145878,0.131405176760091,-0.02161689243898035
3/14/2013,0,0,0,0,0,0.01634994539547774,0.005602990523162488,0.005512344949578862,1.6349945395477739,0.5602990523162488,0.5512344949578862
3/15/2013,0,0,0,0,0,-0.0013535728399346285,-0.0016184626244926115,0.004514653063058871,-0.13535728399346286,-0.16184626244926115,0.4514653063058871
3/18/2013,0,0,0,0,0,-0.0006836127222821878,-0.005510332450180511,0.0031032736757388157,-0.06836127222821878,-0.5510332450180511,0.3103273675738816
3/19/2013,0,0,0,0,0,-0.006676460679956642,-0.0024225306518709244,-0.016855069742548245,-0.6676460679956642,-0.24225306518709244,-1.6855069742548245
3/20/2013,0,0,0,0,0,0.010440594948960116,0.006697492376419811,0.008680505540086036,1.0440594948960116,0.6697492376419811,0.8680505540086036
3/21/2013,0,0,0,0,0,-0.004058082303969719,-0.008282433828555424,-0.00548625367096911,-0.40580823039697195,-0.8282433828555424,-0.548625367096911
3/22/2013,0,0,0,0,0,0.0061764448774066505,0.007174256352702191,0.01362901219927437,0.617644487740665,0.7174256352702191,1.362901219927437
3/25/2013,0,0,0,0,0,-0.003707657145845223,-0.0033400389194234714,0.011738325524147442,-0.3707657145845223,-0.33400389194234714,1.1738325524147442
3/26/2013,0,0,0,0,0,0.009872171903840038,0.0077851108025177584,0.01613752577465588,0.9872171903840038,0.7785110802517758,1.613752577465588
3/27/2013,0,0,0,0,0,0.002416234209428251,-0.0005883499068413123,0.0024912341943870153,0.2416234209428251,-0.05883499068413123,0.24912341943870153
3/28/2013,0,0,0,0,0,0.005759190101951274,0.00405666949441863,0.006730187549757405,0.5759190101951274,0.405666949441863,0.6730187549757405
